"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 08 18:50:50 CST 2022","Tue Mar 08 18:50:50 CST 2022","573","test_cases","test_case","","","","获取buy交易汇总",""
