"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 08 17:18:05 CST 2022","Tue Mar 08 17:18:06 CST 2022","571","test_cases","test_case","","","","获取buy交易汇总",""
